target_id,qval_illumina_25,b_illumina_25,qval_illumina_30,b_illumina_30,qval_EPS_RNA_25,b_EPS_RNA_25,qval_SRR_RNA_30,b_SRR_RNA_30
lcl|NC_014931.1_cds_WP_013538479.1_9,4.79E-06,-1.163456413,0.01674457,-0.908971987,6.19E-04,-1.174592534,NA,NA
lcl|NC_014931.1_cds_WP_013538480.1_10,0.002588831,-0.839883903,NA,NA,5.03E-04,0.700024816,NA,NA
lcl|NC_014931.1_cds_WP_013538482.1_12,1.62E-25,-2.863285405,NA,NA,NA,NA,NA,NA
lcl|NC_014931.1_cds_WP_013538483.1_13,7.33E-20,-3.063385242,NA,NA,0.026360047,-0.456217479,NA,NA
lcl|NC_014931.1_cds_WP_013538484.1_14,1.73E-05,-1.457403356,NA,NA,NA,NA,NA,NA
lcl|NC_014931.1_cds_WP_013538485.1_15,0.01441522,-0.637115152,0.002408301,1.645689589,NA,NA,NA,NA
lcl|NC_014931.1_cds_WP_013538486.1_16,4.20E-16,-1.333662532,2.31E-04,1.921474991,NA,NA,NA,NA
lcl|NC_014931.1_cds_WP_013538489.1_19,1.10E-05,0.492240748,NA,NA,4.57E-04,-0.787753655,0.031711385,-0.331941948
lcl|NC_014931.1_cds_WP_013538493.1_23,NA,NA,2.24E-10,-1.681041011,0.014139546,-0.543678722,0.008329773,-0.423758706
lcl|NC_014931.1_cds_WP_013538494.1_24,NA,NA,6.15E-10,-1.915832667,0.00870892,-0.570512977,0.01001532,-0.506239319
lcl|NC_014931.1_cds_WP_013538495.1_25,NA,NA,9.98E-05,-1.048315264,NA,NA,NA,NA
lcl|NC_014931.1_cds_WP_013538496.1_26,3.30E-12,-0.672865459,5.86E-05,-0.874774478,3.67E-06,-0.596809284,0.00255824,0.404748409
lcl|NC_014931.1_cds_WP_013538497.1_27,NA,NA,1.31E-04,-1.514136682,1.16E-22,-1.498929466,NA,NA
lcl|NC_014931.1_cds_WP_013538498.1_28,NA,NA,3.23E-05,-0.961183287,1.25E-05,-0.662374547,3.99E-05,-0.743645457
lcl|NC_014931.1_cds_WP_013538499.1_29,NA,NA,NA,NA,NA,NA,1.26E-14,-0.70795872
lcl|NC_014931.1_cds_WP_013538500.1_30,0.033990149,-0.19331393,0.001512003,0.689237049,5.47E-17,1.06518423,0.001150541,0.626384363
lcl|NC_014931.1_cds_WP_013538501.1_31,1.10E-04,0.402540542,1.70E-43,2.882807734,0.007047905,0.368231233,1.77E-12,0.632049173
lcl|NC_014931.1_cds_WP_013538502.1_32,NA,NA,3.34E-46,2.965323208,0.026933372,-0.292826796,2.24E-19,0.812238719
lcl|NC_014931.1_cds_WP_013538503.1_33,NA,NA,4.19E-08,1.181589996,NA,NA,1.67E-13,0.730322624
lcl|NC_014931.1_cds_WP_013538504.1_34,NA,NA,NA,NA,0.0146597,-0.60867611,NA,NA
lcl|NC_014931.1_cds_WP_013538505.1_35,NA,NA,NA,NA,2.19E-07,1.495633806,1.87E-04,1.147935018
lcl|NC_014931.1_cds_WP_013538506.1_36,NA,NA,NA,NA,1.25E-12,3.190071892,8.68E-31,2.6938941
lcl|NC_014931.1_cds_WP_013538507.1_37,NA,NA,NA,NA,7.66E-18,3.485797968,1.90E-18,2.876553385
lcl|NC_014931.1_cds_WP_013538508.1_38,NA,NA,NA,NA,6.48E-17,2.990997774,8.64E-18,2.150447936
lcl|NC_014931.1_cds_WP_013538509.1_39,NA,NA,NA,NA,6.11E-12,1.036623644,NA,NA
lcl|NC_014931.1_cds_WP_013538510.1_40,2.23E-06,0.686589667,4.58E-04,-1.01808252,0.003417156,0.524408827,NA,NA
lcl|NC_014931.1_cds_WP_013538511.1_41,NA,NA,NA,NA,0.001955522,0.711266513,0.04217317,0.266528438
lcl|NC_014931.1_cds_WP_013538512.1_42,NA,NA,NA,NA,NA,NA,0.006893745,0.452954675
lcl|NC_014931.1_cds_WP_013538513.1_43,NA,NA,NA,NA,0.002395206,-0.553494176,0.037640353,0.270419365
lcl|NC_014931.1_cds_WP_013538514.1_44,NA,NA,0.011384928,0.556029051,NA,NA,8.82E-10,0.64434159
lcl|NC_014931.1_cds_WP_013538515.1_45,NA,NA,0.008448007,1.101905722,4.16E-04,0.634183098,1.58E-08,0.568122503
lcl|NC_014931.1_cds_WP_013538516.1_46,NA,NA,5.37E-04,0.864137241,1.78E-06,0.784520963,5.09E-14,0.777782082
lcl|NC_014931.1_cds_WP_013538517.1_47,2.90E-08,-0.425554243,0.003114441,-0.755324756,9.83E-05,-0.523296834,0.002801956,0.861010908
lcl|NC_014931.1_cds_WP_013538518.1_48,2.56E-38,-2.440814814,NA,NA,NA,NA,NA,NA
lcl|NC_014931.1_cds_WP_013538519.1_50,2.55E-74,-2.561623661,NA,NA,0.043913994,0.266372626,NA,NA
lcl|NC_014931.1_cds_WP_013538520.1_51,4.88E-13,-0.46538884,0.038385281,-0.471094267,5.15E-04,-0.605101545,0.013990765,0.239380033
lcl|NC_014931.1_cds_WP_013538521.1_52,0.001009409,-0.336914955,0.010758361,-0.587624939,1.37E-04,-0.833371954,NA,NA
lcl|NC_014931.1_cds_WP_013538522.1_53,NA,NA,NA,NA,NA,NA,1.13E-05,0.407307877
lcl|NC_014931.1_cds_WP_013538523.1_54,0.014799433,0.206019699,0.019520417,-0.573471465,0.045150233,-0.269117855,4.81E-04,0.328189107
lcl|NC_014931.1_cds_WP_013538524.1_55,NA,NA,7.87E-07,-1.200021825,1.04E-09,-0.926723823,2.37E-07,-0.516175131
lcl|NC_014931.1_cds_WP_013538525.1_56,1.53E-04,0.347583197,8.50E-11,-1.449462386,5.01E-26,-1.530572408,NA,NA
lcl|NC_014931.1_cds_WP_013538526.1_57,NA,NA,0.011243052,-0.558410962,8.21E-13,-0.925292034,NA,NA
lcl|NC_014931.1_cds_WP_013538528.1_59,0.014528382,-0.290668303,1.77E-06,-1.231352584,NA,NA,NA,NA
lcl|NC_014931.1_cds_WP_013538529.1_60,NA,NA,NA,NA,0.007315428,-0.548562648,0.010649095,0.404943734
lcl|NC_014931.1_cds_WP_013538530.1_61,NA,NA,NA,NA,NA,NA,1.57E-18,0.872176121
lcl|NC_014931.1_cds_WP_013538532.1_63,NA,NA,NA,NA,NA,NA,0.035388877,-0.327579459
lcl|NC_014931.1_cds_WP_013538533.1_64,NA,NA,NA,NA,3.07E-08,1.141874733,NA,NA
lcl|NC_014931.1_cds_WP_013538534.1_65,1.99E-62,-1.504489996,NA,NA,NA,NA,NA,NA
lcl|NC_014931.1_cds_WP_013538535.1_66,0.001840026,0.634042262,0.014314757,0.669534969,5.37E-06,0.899578098,6.24E-12,-0.951273007
